Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Fix versions,Fix versions,Fix versions,Components,Components,Components,Components,Components,Components,Due date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Log Work,Log Work,Log Work,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Discovery - Connected),Outward issue link (Discovery - Connected),Inward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Polaris datapoint work item link),Inward issue link (Polaris datapoint work item link),Inward issue link (Polaris datapoint work item link),Outward issue link (Polaris datapoint work item link),Outward issue link (Polaris datapoint work item link),Outward issue link (Polaris datapoint work item link),Outward issue link (Polaris datapoint work item link),Outward issue link (Polaris datapoint work item link),Outward issue link (Polaris datapoint work item link),Inward issue link (Polaris work item link),Outward issue link (Polaris work item link),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Affected hardware),Custom field (Affected services),Custom field (Android Version),Custom field (Approvals),Custom field (Atlassian project),Custom field (Atlassian project status),Custom field (Backout plan),Custom field (Category),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Comments),Custom field (Confidence),Custom field (Delivery progress),Custom field (Delivery status),Custom field (Department),Custom field (Department),Custom field (Designs ready),Custom field (Development),Custom field (Documents),Custom field (Effort),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Feature),Custom field (Feature),Custom field (Focus Areas),Custom field (Goals),Custom field (Idea archived),Custom field (Idea archived on),Custom field (Idea short description),Custom field (Impact),Custom field (Impact),Custom field (Impact score),Custom field (Implementation plan),Custom field (Insights),Custom field (Investigation reason),Custom field (Is For DevRev),Custom field (Issue color),Custom field (Linked items),Custom field (Locked forms),Custom field (Major incident),Custom field (Open forms),Custom field (Operational categorization),Custom field (Pending reason),Custom field (Planned end),Custom field (Planned start),Custom field (Product categorization),Custom field (Project overview key),Custom field (Project overview status),Custom field (Project start),Custom field (Project target),Custom field (Rank),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Responders),Custom field (Roadmap),Custom field (Root cause),Satisfaction rating,Custom field (Satisfaction date),Custom field (Sentiment),Custom field (Severity),Custom field (Source),Custom field (Spec ready),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test plan),Custom field (Time to close after resolution),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Time to review normal change),Custom field (Total forms),Custom field (Urgency),Custom field (Value),Custom field (Vulnerability),Custom field (Web Version),Custom field (Work category),Custom field (Workaround),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Custom field (iOS Version),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Parent,Parent key,Parent summary,Status Category,Status Category Changed
Clarification on redefining Non-Serviceable and Limited Service equipment classifications,ZP-1693,35376,Story,On Hold,ZP,Z Platform,software,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,,Medium,,Shubham Goswami,712020:85fe235f-719a-4efc-b5d7-70aa3d4b93cf,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,01/Apr/26 1:13 AM,09/Apr/26 1:01 AM,,,,,,,,,,,,,0,automatic-mark-as-spam,converted,customer-request,DevRev,,,"[https://app.devrev.ai/egalvanic/works/TKT-762|https://app.devrev.ai/egalvanic/works/TKT-762|smart-link] 
The user has raised a query regarding the current process for marking equipment as Non-Serviceable, especially in situations where access is restricted due to high cal or LOTO reasons. They have proposed adjustments to the definitions of Non-Serviceable and Limited Service classifications to include access limitations as a primary reason, not just technical issues.

Proposed definitions:

* Non-Serviceable: Equipment that has a problem or presents a safety condition that is detrimental to proper electrical or mechanical operation, or that cannot be safely opened due to arc-flash hazards or LOTO limitations, shall be designated as non-serviceable. Access to non-serviceable equipment by unqualified persons shall be restricted.
* Limited Service: Equipment that has minor deficiencies or conditions that are not detrimental to the protective operation or characteristics of the equipment, and that can be safely accessed under controlled conditions, shall be designated as limited service.

The user seeks clarification on whether an issue needs to be created for each piece of equipment that cannot be accessed due to high cal or LOTO, or if the definition can be adjusted to cover these instances. Please provide guidance or escalate to the appropriate team for further assistance.",,Dharmesh Avaiya,Mukul Panchal,,,712020:b43bccaf-6e8f-47ef-82f7-5439c6765fdb,557058:d6069371-78a0-4740-bf16-ed0ecd612280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@26fe50bd,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00wz6:u,,,,,,,,,,,,,Z-26-04-S1,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-05 10:33:41.487,,,05/Apr/26 5:33 AM;712020:b43bccaf-6e8f-47ef-82f7-5439c6765fdb;*Limited Service* (proposed new definition): Equipment with minor deficiencies _that can be safely accessed under controlled conditions_.,,,,,,,,,,,,,To Do,08/Apr/26 7:05 AM
Generated Reports Missing Critical Information (Proposed Resolution),ZP-1692,35375,Bug,READY TO RELEASE,ZP,Z Platform,software,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,,Medium,,avani.patel,712020:19109706-a11c-4efd-abee-5ca72d900e45,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,01/Apr/26 1:13 AM,10/Apr/26 5:29 AM,,,Web v1.22,,,,,,,,,,0,automatic-mark-as-spam,converted,customer-issue,DevRev,,,"[https://app.devrev.ai/egalvanic/works/TKT-763|https://app.devrev.ai/egalvanic/works/TKT-763|smart-link] 
The user reported an issue with the generated reports where critical information, such as 'proposed resolution,' is missing in the newly generated reports. This issue was not present in the reports generated last week. The user has provided examples (attached files) showing the differences between the reports. Additionally, the user is spending significant time editing the reports and has requested improvements to make them more user-friendly. This issue is impacting the usability of the reports and requires urgent attention.

!image (5).png|width=642,alt=""image (5).png""!

!image (6).png|width=596,alt=""image (6).png""!",,avani.patel,Dharmesh Avaiya,Mukul Panchal,,712020:19109706-a11c-4efd-abee-5ca72d900e45,712020:b43bccaf-6e8f-47ef-82f7-5439c6765fdb,557058:d6069371-78a0-4740-bf16-ed0ecd612280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/Apr/26 5:27 AM;e708a945-71d1-4da3-ab63-9a56b64df425;image (5).png;https://egalvanic.atlassian.net/rest/api/3/attachment/content/21967,01/Apr/26 5:27 AM;e708a945-71d1-4da3-ab63-9a56b64df425;image (6).png;https://egalvanic.atlassian.net/rest/api/3/attachment/content/21968,01/Apr/26 5:54 AM;ug:624df9af-60da-4ab3-98be-ae0644c6dbd7;image-20260401-105409.png;https://egalvanic.atlassian.net/rest/api/3/attachment/content/21969,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@486a08a9,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00z2n:,,,,,,,,,,,,,Z-26-03-S5,Z-26-04-S1,,,,,,,1.0,,,,,,,,,,,,,,,,,,2026-04-01 10:54:18.046,,,"01/Apr/26 5:54 AM;712020:19109706-a11c-4efd-abee-5ca72d900e45;[~accountid:557058:d6069371-78a0-4740-bf16-ed0ecd612280] As discussed, we moved “proposed resolution” from a static field to {{core_attributes}} while updating the issue report. How should we handle this here? We can display the value from the DB if it exists; otherwise, fall back to the value from {{core_attributes}}.

!image-20260401-105409.png|width=857,alt=""image-20260401-105409.png""!","09/Apr/26 8:26 AM;712020:b43bccaf-6e8f-47ef-82f7-5439c6765fdb;Ticket - Reopen, 

Proposed Resolution changes as per our discussion, [~accountid:712020:19109706-a11c-4efd-abee-5ca72d900e45] - feel free to add the comment accordingly",,,,,,,,,,,,Done,10/Apr/26 5:29 AM
iOS Performance Problems,ZP-1691,35374,Bug,Done,ZP,Z Platform,software,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,,High,,Kush,712020:9881bb6e-cbf7-47a6-bf7a-838a383b2866,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,01/Apr/26 1:13 AM,08/Apr/26 5:13 AM,,,iOS v1.28,,,,,,,,,,0,bces-iq,customer-issue,DevRev,,,,"[https://app.devrev.ai/egalvanic/works/TKT-759|https://app.devrev.ai/egalvanic/works/TKT-759|smart-link] 

videos link : [https://drive.google.com/file/d/1mJ22339G07XywJG2zhzbXwDU429c-Ad-/view?usp=sharing|https://drive.google.com/file/d/1mJ22339G07XywJG2zhzbXwDU429c-Ad-/view?usp=sharing|smart-link] 

*Priority: Blocker*

We've talked back and forth with Mukul about this but I'd just like to open a ticket to hold all of our findings in one place. In brief, a lot of our field techs are experiencing significant slowdown on iOS versions of IQ. I'll attach videos of the problem experienced from multiple sources to illustrate this point. Our findings can be broken down into 2 investigatory sessions. The first is an interview I held with one of our techs Eric Gravel. Here are my notes from this session:

* Experienced it multiple days, problem seemed to arise when shifting to offline mode, they fully switched to offline mode when this happened, doesn’t seem to be an issue of coming in and out of internet access
* Laptop was working fine, but with internet access didn’t use much iPad. Didn’t experience lag when working online with the iPad
* Tried syncing, tried restarting the app, had to switch back to TEGG
* Believe he was running version 1.24, could not verify as the app crashed consistently on start-up when I called him
* We had him update the app, now on iOS Version 1.25
* 1.6Mb in his image cache
* Happened on the 16th & 17th

The second is testing Derek & I performed manually the other day to attempt to recreate the issue. Here are my notes from that session:
There are 3 main behaviours exhibited resulting an overall slowdown:

# Slow appearance of the dropdown for certain selections
# Slow population of data entered from the dropdown
# Lost inputs such as menu scrolling, or dropdown selections. This seems to result when an input is entered while the system is processing a previous input which can result in lost keystrokes

* The issue is exclusive to iOS, we tried the same steps on Android devices and found no comparable slow down
* We tested on iOS Ver. 1.24, and 1.26 and found the same behaviour
* The issue doesn't seem to be an issue with the iPads themselves or anything downloaded on them, as we also tried with a personal iOS phone and got the same results.
* It is quite difficult to recreate as each keystroke produces a different timing for a response. It's inconsistent when the slowdown happens
* The issue seems to arise primarily only when a certain type of dropdown is used. This is best exhibited in the videos, but one type of dropdown seems to operate fully as expected while the other seems to result in significant slowdown. This is most easily seen when entering data for an issue.

In summary: The slowdown we're encountering seems to be tied to a specific type of dropdown. This might be a jump, but I believe that the dropdown is not working is unique to the iOS UI. I believe that the dropdown itself is part of the iOS architecture.

 

I spoke with Mukul last night, about these results and we believe it may be down to one of the dropdowns causing this slowdown. If this dropdown could be switched to the one that is specific to IQ in all locations in the app I believe that would be a good starting place to see if this can be resolved. Again I'll go ahead an attach all of the videos we have so far for your review. Thank you!
",,Mukul Panchal,,,,557058:d6069371-78a0-4740-bf16-ed0ecd612280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6acdaf1c,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-04-07T05:30:30.000-0500"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00yqz:,,,,,,,,,,,,,Z-26-03-S5,Z-26-04-S1,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done,07/Apr/26 9:43 AM
Z-University Articles,ZP-1690,35341,Task,Backlog,ZP,Z Platform,software,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,,Medium,,Eric Ehlert,623b9df4866b810069e4062a,Eric Ehlert,623b9df4866b810069e4062a,Eric Ehlert,623b9df4866b810069e4062a,31/Mar/26 4:38 PM,05/Apr/26 6:03 AM,07/Apr/26 5:38 AM,,,,,,,,,,,,0,,,,,,,,,Eric Ehlert,,,,623b9df4866b810069e4062a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5305812,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00z3h:,,,,,,,,,,,,,Z-26-04-S1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33721,ZP-1583,Reporting Engine V2,To Do,31/Mar/26 4:38 PM
Loom Walkthrough for QA,ZP-1689,35339,Task,Backlog,ZP,Z Platform,software,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,,Medium,,Eric Ehlert,623b9df4866b810069e4062a,Eric Ehlert,623b9df4866b810069e4062a,Eric Ehlert,623b9df4866b810069e4062a,31/Mar/26 4:37 PM,05/Apr/26 6:03 AM,,,,,,,,,,,,,0,,,,,,,,,Eric Ehlert,,,,623b9df4866b810069e4062a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5e3f3362,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00z3g:,,,,,,,,,,,,,Z-26-04-S1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33721,ZP-1583,Reporting Engine V2,To Do,31/Mar/26 4:37 PM
Introduce NEW_QUERY_META to lambdas and configure BE and FE to use it,ZP-1688,35337,Task,Ready for QA,ZP,Z Platform,software,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,,Medium,,Eric Ehlert,623b9df4866b810069e4062a,Eric Ehlert,623b9df4866b810069e4062a,Eric Ehlert,623b9df4866b810069e4062a,31/Mar/26 4:18 PM,10/Apr/26 2:34 AM,07/Apr/26 8:30 AM,,,,,,,,,,,,0,,,,,,,"h2. Introduce NEW_QUERY_META to Lambdas and Configure BE and FE to Use It

h3. Context

Parent: ZP-1583 — Reporting Engine V2. This task introduces a new query metadata format ({{NEW_QUERY_META}}) to the reporting lambdas and updates both the backend and frontend to use it. This supports the V2 reporting engine's need for richer query shape definitions, including EG Forms references (JSONB) and the new form types (5, 6, 7).

h3. Requirements

* Define the {{NEW_QUERY_META}} structure that supports V2 reporting query shapes
* Update reporting lambdas to accept and process the new query metadata format
* Maintain backward compatibility with existing query format during transition
* Update backend to send {{NEW_QUERY_META}} in reporting API calls
* Update frontend to construct and pass {{NEW_QUERY_META}} when invoking reports
* Support the Eaton-driven query shape changes (ref: ZP-1596)
* Include {{version: 2}} flag to distinguish V2 queries from legacy

h3. API Integration

* Lambda endpoints updated to accept {{NEW_QUERY_META}} parameter
* Backend reporting endpoints pass through the new metadata format
* Frontend constructs {{NEW_QUERY_META}} from ReportingConfig and user selections
* Fallback to legacy format when {{version}} flag is absent

h3. Unit Test Plan

||#||Test Case||Expected Result||
|1|Lambda receives NEW_QUERY_META (v2)|Processes query correctly with v2 logic|
|2|Lambda receives legacy query format|Falls back to v1 processing|
|3|FE constructs NEW_QUERY_META from config|Correct metadata structure sent to BE|
|4|BE passes NEW_QUERY_META to lambda|Lambda receives expected format|
|5|NEW_QUERY_META with EG Form references|References resolved correctly in query|
|6|NEW_QUERY_META with form type 5, 6, or 7|Correct form type processing|
|7|Malformed NEW_QUERY_META|Lambda returns validation error|
|8|Mixed v1 and v2 queries in same session|Each query processed with correct version logic|

h3. QA Test Plan

* Verify reports generated with NEW_QUERY_META produce correct output
* Compare V1 vs V2 output for equivalent queries to ensure parity where expected
* Test all three new form types (5, 6, 7) through the full pipeline
* Validate backward compatibility — legacy reports still generate correctly
* Test lambda performance with new metadata format (no degradation)
* Confirm FE correctly populates NEW_QUERY_META for each report type
* End-to-end test: create config → select parameters → generate report

_Note: Git commit details unavailable via API — descriptions generated from epic context. Please verify accuracy with the dev team._",,Eric Ehlert,,,,623b9df4866b810069e4062a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5d72a24e,,,,,,,,,,,,,,,,"{repository={count=27, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":27,""lastUpdated"":""2026-04-01T04:18:50.000-0500"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":27,""name"":""GitHub""}}}}},""isStale"":true}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00yv6:z,,,,,,,,,,,,,Z-26-03-S5,Z-26-04-S1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33721,ZP-1583,Reporting Engine V2,In Progress,31/Mar/26 4:36 PM
DevRev Widget Not Visible,ZP-1686,35301,Bug,Done,ZP,Z Platform,software,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,,Low,,Krunal lunagariya,712020:3f10dc9f-7dee-4e11-afd1-782b80cb8f02,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,31/Mar/26 12:13 PM,06/Apr/26 6:13 AM,,,Web v1.21,,,,,,,,,,0,customer-issue,DevRev,owner_assigned,,,,DevRev widget is down right now.,,Krunal lunagariya,Mukul Panchal,,,712020:3f10dc9f-7dee-4e11-afd1-782b80cb8f02,557058:d6069371-78a0-4740-bf16-ed0ecd612280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31/Mar/26 12:54 PM;ug:0af910af-73f0-4523-9293-a324a9ab58c9;image-20260331-175448.png;https://egalvanic.atlassian.net/rest/api/3/attachment/content/21890,31/Mar/26 12:13 PM;ug:42026379-19f9-4231-a44e-7710559b16ba;image.png;https://egalvanic.atlassian.net/rest/api/3/attachment/content/21856,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@64717ef6,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2026-03-31T23:20:28.000-0500"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""GitHub"":{""count"":2,""name"":""GitHub""}}}}},""isStale"":true}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00x4s:,,,,,,,,,,,,,Z-26-03-S5,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2026-03-31 17:54:53.011,,,"31/Mar/26 12:54 PM;712020:3f10dc9f-7dee-4e11-afd1-782b80cb8f02;!image-20260331-175448.png|width=479,alt=""image-20260331-175448.png""!",,,,,,,,,,,,,Done,31/Mar/26 1:00 PM
Egalvanic Z Platform AFHA Report,ZP-1685,35268,Story,READY TO RELEASE,ZP,Z Platform,software,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,,Medium,,avani.patel,712020:19109706-a11c-4efd-abee-5ca72d900e45,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,31/Mar/26 11:13 AM,09/Apr/26 10:18 AM,,,Web v1.22,,,,,,,,,,0,customer-request,DevRev,ecpowerslife,support@egalvanic.com,,,"[https://app.devrev.ai/egalvanic/works/TKT-751|https://app.devrev.ai/egalvanic/works/TKT-751|smart-link] 

Josh Valenti is requesting guidance on how to build an AFHA report for engineers using the new Egalvanic Z Platform.

We will need this feature for any of the engineering firms that do not want to access the platform and are not going to allow direct import into their modeling software. *I need this report ASAP to deliver to Siemens.*",,avani.patel,Dharmesh Avaiya,Mukul Panchal,,712020:19109706-a11c-4efd-abee-5ca72d900e45,712020:b43bccaf-6e8f-47ef-82f7-5439c6765fdb,557058:d6069371-78a0-4740-bf16-ed0ecd612280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/Apr/26 2:44 AM;e708a945-71d1-4da3-ab63-9a56b64df425;4c63aa48-5226-46d5-bae1-a27a2b55d405.pdf;https://egalvanic.atlassian.net/rest/api/3/attachment/content/22492,08/Apr/26 5:28 AM;ug:624df9af-60da-4ab3-98be-ae0644c6dbd7;a4301ed7-f582-43df-a539-6a23d1eaddf6.pdf;https://egalvanic.atlassian.net/rest/api/3/attachment/content/22765,08/Apr/26 5:28 AM;ug:624df9af-60da-4ab3-98be-ae0644c6dbd7;image-20260408-102419.png;https://egalvanic.atlassian.net/rest/api/3/attachment/content/22764,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@10e8f1bb,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=7}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":7,""lastUpdated"":""2026-04-08T07:34:30.000-0500"",""stateCount"":7,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""GitHub"":{""count"":7,""name"":""GitHub""}}}}},""isStale"":true}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00ypv:,,,,,,,,,,,,,Z-26-04-S1,,,,,,,,3.0,,,,,,,,,,,,,,,,,,2026-04-06 05:49:13.877,,,06/Apr/26 12:49 AM;712020:b43bccaf-6e8f-47ef-82f7-5439c6765fdb;[~accountid:712020:85fe235f-719a-4efc-b5d7-70aa3d4b93cf] - can we have the legacy report to attached here.,08/Apr/26 3:19 AM;712020:19109706-a11c-4efd-abee-5ca72d900e45;I mistakenly added a wrong ticket number while committing the code in the Backend repo - [https://github.com/Egalvanic/eg-pz-backend/commit/4a080b5683994d91ed863c73b83d8cc6a09ae296|https://github.com/Egalvanic/eg-pz-backend/commit/4a080b5683994d91ed863c73b83d8cc6a09ae296|smart-link] ,"08/Apr/26 5:28 AM;712020:19109706-a11c-4efd-abee-5ca72d900e45;Generate report from the Arch Flash Readiness dashboard page

!image-20260408-102419.png|width=902,alt=""image-20260408-102419.png""!

* Manual Deployment steps:
** deploy arch_flash templates in s3 bucket
** Copy reporting config from dev to deployment env
* Sample report - [^a4301ed7-f582-43df-a539-6a23d1eaddf6.pdf] ",,,,,,,,,,,Done,09/Apr/26 1:32 AM
"EXC_BREAKPOINT: Exception 6, Code 1, Subcode 6882853140",ZP-1684,35267,Bug,Backlog,ZP,Z Platform,software,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,,Medium,,,,Dharmesh Avaiya,712020:b43bccaf-6e8f-47ef-82f7-5439c6765fdb,Sentry,5b08578531fcef2607e2a842,31/Mar/26 11:04 AM,05/Apr/26 3:50 AM,,,,,,,,,,,,,0,,,,,,,"Sentry Issue: [Z-PLATFORM-B4|https://egalvanic-yb.sentry.io/issues/7377575454/?referrer=jira_integration]

{code}
EXC_BREAKPOINT: Exception 6, Code 1, Subcode 6882853140
  ?, in <redacted>
  ?, in <redacted>
...
(11 additional frame(s) were not displayed)
{code}This ticket was automatically created by Sentry via [A Sentry issue is been reported and respective Ticket is generated|https://sentry.io/organizations/egalvanic-yb/monitors/alerts/2877128/]",,Sentry,,,,5b08578531fcef2607e2a842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@376b64e7,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00ypn:,,,,,,,,,,,,,Triage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22518,ZP-300,Sentry,To Do,31/Mar/26 11:04 AM
Fix SLDV3 feature flag gating,ZP-1683,35265,Bug,Backlog,ZP,Z Platform,software,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,,Medium,,,,Eric Ehlert,623b9df4866b810069e4062a,Eric Ehlert,623b9df4866b810069e4062a,31/Mar/26 10:48 AM,05/Apr/26 3:50 AM,,,,,,,,,,,,,0,,,,,,,,,Eric Ehlert,,,,623b9df4866b810069e4062a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6e39ed89,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00ypf:,,,,,,,,,,,,,Triage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do,31/Mar/26 10:48 AM
